Timestamp,Temperature,Humidity,LightIntensity
2022/1/20 0:00:21,13.63,100.00,0.06
2022/1/20 0:00:53,13.64,100.00,0.06
2022/1/20 0:01:26,13.64,100.00,0.06
2022/1/20 0:01:58,13.67,100.00,0.06
2022/1/20 0:02:30,13.66,100.00,0.06
2022/1/20 0:03:02,13.67,100.00,0.06
2022/1/20 0:03:34,13.66,100.00,0.06
2022/1/20 0:04:07,13.64,100.00,0.06
2022/1/20 0:04:39,13.66,100.00,0.06
2022/1/20 0:05:11,13.66,100.00,0.19
2022/1/20 0:05:43,13.67,100.00,0.06
2022/1/20 0:06:15,13.64,100.00,0.13
2022/1/20 0:06:48,13.66,100.00,0.13
2022/1/20 0:07:20,13.66,100.00,0.06
2022/1/20 0:07:52,13.64,100.00,0.06
2022/1/20 0:08:24,13.63,100.00,0.19
2022/1/20 0:08:56,13.63,100.00,0.19
2022/1/20 0:09:29,13.64,100.00,0.13
2022/1/20 0:10:01,13.66,100.00,0.06
2022/1/20 0:10:33,13.66,100.00,0.06
2022/1/20 0:11:05,13.66,100.00,0.06
2022/1/20 0:11:37,13.66,100.00,0.13
2022/1/20 0:12:10,13.70,100.00,0.13
2022/1/20 0:12:42,13.67,100.00,0.06
2022/1/20 0:13:14,13.67,100.00,0.13
2022/1/20 0:13:46,13.66,100.00,0.06
2022/1/20 0:14:18,13.68,100.00,0.19
2022/1/20 0:14:51,13.63,100.00,0.06
2022/1/20 0:15:23,13.64,100.00,0.06
2022/1/20 0:15:55,13.63,100.00,0.06
2022/1/20 0:16:27,13.63,100.00,0.06
2022/1/20 0:16:59,13.61,100.00,0.06
2022/1/20 0:17:32,13.64,100.00,0.06
2022/1/20 0:18:04,13.63,100.00,0.19
2022/1/20 0:18:36,13.61,100.00,0.19
2022/1/20 0:19:08,13.58,100.00,0.19
2022/1/20 0:19:40,13.60,100.00,0.19
2022/1/20 0:20:13,13.57,100.00,0.06
2022/1/20 0:20:45,13.57,100.00,0.06
2022/1/20 0:21:17,13.56,100.00,0.19
2022/1/20 0:21:49,13.54,100.00,0.06
2022/1/20 0:22:21,13.51,100.00,0.06
2022/1/20 0:22:54,13.53,100.00,0.06
2022/1/20 0:23:26,13.53,100.00,0.06
2022/1/20 0:23:58,13.53,100.00,0.13
2022/1/20 0:24:30,13.51,100.00,0.06
2022/1/20 0:25:02,13.51,100.00,0.06
2022/1/20 0:25:35,13.50,100.00,0.06
2022/1/20 0:26:07,13.47,100.00,0.06
2022/1/20 0:26:39,13.47,100.00,0.06
2022/1/20 0:27:11,13.49,100.00,0.06
2022/1/20 0:27:43,13.47,100.00,0.06
2022/1/20 0:28:16,13.47,100.00,0.06
2022/1/20 0:28:48,13.49,100.00,0.06
2022/1/20 0:29:20,13.46,100.00,0.06
2022/1/20 0:29:52,13.46,100.00,0.06
2022/1/20 0:30:24,13.42,100.00,0.06
2022/1/20 0:30:57,13.42,100.00,0.06
2022/1/20 0:31:29,13.43,100.00,0.06
2022/1/20 0:32:01,13.43,100.00,0.06
2022/1/20 0:32:33,13.40,100.00,0.06
2022/1/20 0:33:05,13.42,100.00,0.06
2022/1/20 0:33:38,13.40,100.00,0.13
2022/1/20 0:34:10,13.37,100.00,0.13
2022/1/20 0:34:42,13.39,100.00,0.06
2022/1/20 0:35:14,13.37,100.00,0.06
2022/1/20 0:35:46,13.37,100.00,0.06
2022/1/20 0:36:19,13.37,100.00,0.06
2022/1/20 0:36:51,13.36,100.00,0.06
2022/1/20 0:37:23,13.36,100.00,0.06
2022/1/20 0:37:55,13.35,100.00,0.06
2022/1/20 0:38:27,13.33,100.00,0.06
2022/1/20 0:39:00,13.35,100.00,0.06
2022/1/20 0:39:32,13.35,100.00,0.06
2022/1/20 0:40:04,13.35,100.00,0.06
2022/1/20 0:40:36,13.33,100.00,0.13
2022/1/20 0:41:08,13.32,100.00,0.13
2022/1/20 0:41:41,13.32,100.00,0.13
2022/1/20 0:42:13,13.30,100.00,0.13
2022/1/20 0:42:45,13.30,100.00,0.19
2022/1/20 0:43:17,13.30,100.00,0.19
2022/1/20 0:43:49,13.29,100.00,0.06
2022/1/20 0:44:22,13.29,100.00,0.06
2022/1/20 0:44:54,13.25,100.00,0.06
2022/1/20 0:45:26,13.25,100.00,0.13
2022/1/20 0:45:58,13.26,100.00,0.13
2022/1/20 0:46:30,13.22,100.00,0.06
2022/1/20 0:47:03,13.22,100.00,0.06
2022/1/20 0:47:35,13.22,100.00,0.06
2022/1/20 0:48:07,13.17,100.00,0.06
2022/1/20 0:48:39,13.17,100.00,0.13
2022/1/20 0:49:11,13.20,100.00,0.06
2022/1/20 0:49:44,13.20,100.00,0.06
2022/1/20 0:50:16,13.20,100.00,0.06
2022/1/20 0:50:48,13.19,100.00,0.06
2022/1/20 0:51:20,13.22,100.00,0.06
2022/1/20 0:51:52,13.23,100.00,0.06
2022/1/20 0:52:25,13.23,100.00,0.06
2022/1/20 0:52:57,13.25,100.00,0.06
2022/1/20 0:53:29,13.29,100.00,0.06
2022/1/20 0:54:01,13.29,100.00,0.06
2022/1/20 0:54:33,13.29,100.00,0.06
2022/1/20 0:55:06,13.30,100.00,0.06
2022/1/20 0:55:38,13.32,100.00,0.13
2022/1/20 0:56:10,13.32,100.00,0.06
2022/1/20 0:56:42,13.32,100.00,0.06
2022/1/20 0:57:14,13.32,100.00,0.06
2022/1/20 0:57:47,13.33,100.00,0.06
2022/1/20 0:58:19,13.35,100.00,0.06
2022/1/20 0:58:51,13.35,100.00,0.06
2022/1/20 0:59:23,13.35,100.00,0.06
2022/1/20 0:59:55,13.39,100.00,0.06
2022/1/20 1:00:28,13.39,100.00,0.06
2022/1/20 1:01:00,13.40,100.00,0.06
2022/1/20 1:01:32,13.45,100.00,0.06
2022/1/20 1:02:04,13.45,100.00,0.06
2022/1/20 1:02:36,13.46,100.00,0.06
2022/1/20 1:03:09,13.47,100.00,0.06
2022/1/20 1:03:41,13.50,100.00,0.06
2022/1/20 1:04:13,13.50,100.00,0.06
2022/1/20 1:04:45,13.50,100.00,0.06
2022/1/20 1:05:17,13.53,100.00,0.06
2022/1/20 1:05:50,13.54,100.00,0.06
