Timestamp,Temperature,Humidity,LightIntensity
2021/12/30 0:00:25,14.00,98.66,0.06
2021/12/30 0:00:57,13.98,98.73,0.06
2021/12/30 0:01:29,13.98,98.74,0.06
2021/12/30 0:02:01,14.00,98.72,0.06
2021/12/30 0:02:33,14.00,98.72,0.06
2021/12/30 0:03:06,14.02,98.82,0.06
2021/12/30 0:03:38,14.02,98.82,0.06
2021/12/30 0:04:10,14.02,98.78,0.06
2021/12/30 0:04:42,14.04,98.94,0.06
2021/12/30 0:05:14,14.02,98.97,0.06
2021/12/30 0:05:46,14.01,98.80,0.06
2021/12/30 0:06:19,14.02,98.77,0.06
2021/12/30 0:06:51,14.04,98.77,0.06
2021/12/30 0:07:23,14.01,98.74,0.06
2021/12/30 0:07:55,14.00,98.76,0.06
2021/12/30 0:08:27,14.01,98.79,0.06
2021/12/30 0:09:00,13.98,98.82,0.06
2021/12/30 0:09:32,13.98,98.81,0.06
2021/12/30 0:10:04,13.98,98.87,0.06
2021/12/30 0:10:36,14.00,98.82,0.06
2021/12/30 0:11:08,13.98,98.86,0.06
2021/12/30 0:11:40,13.98,98.71,0.06
2021/12/30 0:12:13,13.98,98.69,0.06
2021/12/30 0:12:45,13.96,98.59,0.06
2021/12/30 0:13:17,13.96,98.58,0.06
2021/12/30 0:13:49,13.96,98.50,0.06
2021/12/30 0:14:21,13.96,98.53,0.06
2021/12/30 0:14:53,13.96,98.64,0.06
2021/12/30 0:15:26,13.91,98.79,0.06
2021/12/30 0:15:58,13.94,98.82,0.06
2021/12/30 0:16:30,14.00,98.99,0.06
2021/12/30 0:17:02,13.97,98.98,0.06
2021/12/30 0:17:34,14.00,98.87,0.06
2021/12/30 0:18:06,14.01,98.62,0.06
2021/12/30 0:18:39,13.98,98.41,0.06
2021/12/30 0:19:11,13.97,98.34,0.06
2021/12/30 0:19:43,13.96,98.30,0.06
2021/12/30 0:20:15,13.97,98.43,0.06
2021/12/30 0:20:47,14.00,98.75,0.06
2021/12/30 0:21:19,14.01,98.88,0.06
2021/12/30 0:21:52,14.00,98.95,0.06
2021/12/30 0:22:24,14.01,98.85,0.06
2021/12/30 0:22:56,14.00,98.84,0.06
2021/12/30 0:23:28,14.01,98.75,0.06
2021/12/30 0:24:00,14.00,98.62,0.06
2021/12/30 0:24:33,14.01,98.73,0.06
2021/12/30 0:25:05,14.01,98.82,0.06
2021/12/30 0:25:37,14.02,98.75,0.06
2021/12/30 0:26:09,14.02,98.83,0.06
2021/12/30 0:26:41,14.04,98.85,0.06
2021/12/30 0:27:13,14.05,98.87,0.06
2021/12/30 0:27:46,14.05,98.98,0.06
2021/12/30 0:28:18,14.04,98.95,0.06
2021/12/30 0:28:50,14.05,98.89,0.06
2021/12/30 0:29:22,14.05,98.91,0.06
2021/12/30 0:29:54,14.05,98.69,0.06
2021/12/30 0:30:26,14.07,98.59,0.06
2021/12/30 0:30:59,14.05,98.50,0.06
2021/12/30 0:31:31,14.05,98.49,0.06
2021/12/30 0:32:03,14.04,98.39,0.06
2021/12/30 0:32:35,14.04,98.40,0.06
2021/12/30 0:33:07,14.04,98.48,0.06
2021/12/30 0:33:39,14.05,98.48,0.06
2021/12/30 0:34:12,14.04,98.41,0.06
2021/12/30 0:34:44,14.04,98.44,0.06
2021/12/30 0:35:16,14.05,98.57,0.06
2021/12/30 0:35:48,14.05,98.60,0.06
2021/12/30 0:36:20,14.02,98.64,0.06
2021/12/30 0:36:52,14.04,98.64,0.06
2021/12/30 0:37:25,14.05,98.57,0.06
2021/12/30 0:37:57,14.05,98.56,0.06
2021/12/30 0:38:29,14.04,98.52,0.06
2021/12/30 0:39:01,14.04,98.48,0.06
2021/12/30 0:39:33,14.04,98.48,0.06
2021/12/30 0:40:06,14.04,98.58,0.06
2021/12/30 0:40:38,14.07,98.70,0.06
2021/12/30 0:41:10,14.07,98.75,0.06
2021/12/30 0:41:42,14.07,98.77,0.06
2021/12/30 0:42:14,14.07,98.68,0.06
2021/12/30 0:42:46,14.08,98.60,0.06
2021/12/30 0:43:19,14.07,98.58,0.06
2021/12/30 0:43:51,14.05,98.52,0.06
2021/12/30 0:44:23,14.08,98.61,0.06
2021/12/30 0:44:55,14.07,98.76,0.06
2021/12/30 0:45:27,14.09,98.84,0.06
2021/12/30 0:45:59,14.09,98.77,0.06
2021/12/30 0:46:32,14.09,98.82,0.06
2021/12/30 0:47:04,14.12,98.97,0.06
2021/12/30 0:47:36,14.11,98.98,0.06
2021/12/30 0:48:08,14.11,98.98,0.06
2021/12/30 0:48:40,14.14,98.91,0.06
2021/12/30 0:49:13,14.11,98.95,0.06
2021/12/30 0:49:45,14.08,98.85,0.06
2021/12/30 0:50:17,14.08,98.88,0.06
2021/12/30 0:50:49,14.08,98.84,0.06
2021/12/30 0:51:21,14.04,98.76,0.06
2021/12/30 0:51:53,14.08,98.83,0.06
2021/12/30 0:52:26,14.04,98.78,0.06
2021/12/30 0:52:58,14.07,98.92,0.06
2021/12/30 0:53:30,14.05,98.98,0.06
2021/12/30 0:54:02,14.08,99.09,0.06
2021/12/30 0:54:34,14.07,99.08,0.06
2021/12/30 0:55:06,14.05,99.07,0.06
2021/12/30 0:55:39,14.05,98.96,0.06
2021/12/30 0:56:11,14.04,98.70,0.06
2021/12/30 0:56:43,14.04,98.58,0.06
2021/12/30 0:57:15,14.02,98.46,0.06
