Timestamp,Temperature,Humidity,LightIntensity
2022/2/15 0:00:19,12.10,97.45,0.19
2022/2/15 0:00:52,12.12,97.44,0.19
2022/2/15 0:01:24,12.08,97.46,0.19
2022/2/15 0:01:56,12.12,97.50,0.19
2022/2/15 0:02:28,12.12,97.49,0.19
2022/2/15 0:03:00,12.10,97.53,0.19
2022/2/15 0:03:33,12.12,97.46,0.19
2022/2/15 0:04:05,12.08,97.45,0.19
2022/2/15 0:04:37,12.07,97.46,0.19
2022/2/15 0:05:09,12.10,97.45,0.19
2022/2/15 0:05:42,12.08,97.45,0.19
2022/2/15 0:06:14,12.07,97.40,0.19
2022/2/15 0:06:46,12.08,97.44,0.19
2022/2/15 0:07:18,12.08,97.44,0.19
2022/2/15 0:07:51,12.08,97.43,0.19
2022/2/15 0:08:23,12.08,97.43,0.19
2022/2/15 0:08:55,12.07,97.40,0.19
2022/2/15 0:09:27,12.07,97.42,0.19
2022/2/15 0:10:00,12.07,97.47,0.19
2022/2/15 0:10:32,12.08,97.46,0.19
2022/2/15 0:11:04,12.08,97.44,0.19
2022/2/15 0:11:36,12.05,97.45,0.19
2022/2/15 0:12:08,12.08,97.48,0.19
2022/2/15 0:12:41,12.12,97.49,0.19
2022/2/15 0:13:13,12.08,97.48,0.19
2022/2/15 0:13:45,12.12,97.46,0.19
2022/2/15 0:14:17,12.12,97.56,0.19
2022/2/15 0:14:50,12.12,97.54,0.19
2022/2/15 0:15:22,12.16,97.56,0.19
2022/2/15 0:15:54,12.16,97.57,0.19
2022/2/15 0:16:26,12.16,97.61,0.19
2022/2/15 0:16:59,12.14,97.62,0.19
2022/2/15 0:17:31,12.16,97.59,0.19
2022/2/15 0:18:03,12.16,97.59,0.19
2022/2/15 0:18:35,12.16,97.60,0.19
2022/2/15 0:19:08,12.17,97.59,0.19
2022/2/15 0:19:40,12.19,97.57,0.19
2022/2/15 0:20:12,12.16,97.57,0.19
2022/2/15 0:20:44,12.19,97.62,0.19
2022/2/15 0:21:16,12.20,97.64,0.19
2022/2/15 0:21:49,12.20,97.61,0.19
2022/2/15 0:22:21,12.19,97.60,0.19
2022/2/15 0:22:53,12.19,97.55,0.19
2022/2/15 0:23:25,12.20,97.51,0.19
2022/2/15 0:23:58,12.16,97.49,0.19
2022/2/15 0:24:30,12.16,97.43,0.19
2022/2/15 0:25:02,12.16,97.44,0.19
2022/2/15 0:25:34,12.14,97.42,0.19
2022/2/15 0:26:07,12.16,97.39,0.19
2022/2/15 0:26:39,12.13,97.45,0.19
2022/2/15 0:27:11,12.13,97.45,0.19
2022/2/15 0:27:43,12.14,97.50,0.19
2022/2/15 0:28:16,12.16,97.52,0.19
2022/2/15 0:28:48,12.17,97.52,0.19
2022/2/15 0:29:20,12.17,97.54,0.19
2022/2/15 0:29:52,12.16,97.57,0.19
2022/2/15 0:30:25,12.17,97.58,0.19
2022/2/15 0:30:57,12.13,97.55,0.19
2022/2/15 0:31:29,12.16,97.51,0.19
2022/2/15 0:32:01,12.13,97.49,0.19
2022/2/15 0:32:33,12.16,97.51,0.19
2022/2/15 0:33:06,12.17,97.54,0.19
2022/2/15 0:33:38,12.17,97.58,0.19
