Timestamp,Temperature,Humidity,LightIntensity
2021/12/29 0:00:27,12.56,100.00,0.06
2021/12/29 0:01:00,12.58,100.00,0.06
2021/12/29 0:01:32,12.58,100.00,0.06
2021/12/29 0:02:04,12.59,100.00,0.06
2021/12/29 0:02:36,12.59,100.00,0.06
2021/12/29 0:03:08,12.59,100.00,0.06
2021/12/29 0:03:41,12.59,100.00,0.06
2021/12/29 0:04:13,12.58,100.00,0.06
2021/12/29 0:04:45,12.59,100.00,0.06
2021/12/29 0:05:17,12.58,100.00,0.06
2021/12/29 0:05:49,12.61,100.00,0.06
2021/12/29 0:06:21,12.59,100.00,0.06
2021/12/29 0:06:54,12.64,100.00,0.06
2021/12/29 0:07:26,12.64,100.00,0.06
2021/12/29 0:07:58,12.66,100.00,0.06
2021/12/29 0:08:30,12.65,100.00,0.06
2021/12/29 0:09:02,12.66,100.00,0.06
2021/12/29 0:09:35,12.68,100.00,0.06
2021/12/29 0:10:07,12.66,100.00,0.06
2021/12/29 0:10:39,12.66,100.00,0.06
2021/12/29 0:11:11,12.68,100.00,0.06
2021/12/29 0:11:43,12.65,100.00,0.06
2021/12/29 0:12:15,12.66,100.00,0.06
2021/12/29 0:12:48,12.65,100.00,0.06
2021/12/29 0:13:20,12.68,100.00,0.06
2021/12/29 0:13:52,12.64,100.00,0.06
2021/12/29 0:14:24,12.66,100.00,0.06
2021/12/29 0:14:56,12.66,100.00,0.06
2021/12/29 0:15:28,12.62,100.00,0.06
2021/12/29 0:16:01,12.64,100.00,0.06
2021/12/29 0:16:33,12.64,100.00,0.06
2021/12/29 0:17:05,12.62,100.00,0.06
2021/12/29 0:17:37,12.62,100.00,0.06
2021/12/29 0:18:09,12.65,100.00,0.06
2021/12/29 0:18:41,12.66,100.00,0.06
2021/12/29 0:19:14,12.65,100.00,0.06
2021/12/29 0:19:46,12.66,100.00,0.06
2021/12/29 0:20:18,12.68,100.00,0.06
2021/12/29 0:20:50,12.66,100.00,0.06
2021/12/29 0:21:22,12.64,100.00,0.06
2021/12/29 0:21:54,12.66,100.00,0.06
2021/12/29 0:22:27,12.66,100.00,0.06
2021/12/29 0:22:59,12.69,100.00,0.06
2021/12/29 0:23:31,12.71,100.00,0.06
2021/12/29 0:24:03,12.68,100.00,0.06
2021/12/29 0:24:35,12.69,100.00,0.06
2021/12/29 0:25:08,12.71,100.00,0.06
2021/12/29 0:25:40,12.72,100.00,0.06
2021/12/29 0:26:12,12.69,100.00,0.06
2021/12/29 0:26:44,12.71,100.00,0.06
2021/12/29 0:27:16,12.72,100.00,0.06
2021/12/29 0:27:48,12.72,100.00,0.06
